time,group,numsprays,area,numcolonies,avgarea
10808.0,A,0,4963.0,34,145.97058823529412
10808.0,B,0,4111.0,24,171.29166666666666
10808.0,B,3,5135.5,24,213.97916666666666
10808.0,A,3,3978.0,28,142.07142857142858
10808.0,B,9,0,0,0
10808.0,A,9,5344.5,27,197.94444444444446
12609.0,B,6,4453.5,17,261.97058823529414
12609.0,A,6,0,0,0
12609.0,A,0,5493.0,29,189.41379310344828
12609.0,B,0,4099.0,25,163.96
12609.0,B,3,5814.0,26,223.6153846153846
12609.0,A,3,4000.0,29,137.93103448275863
12609.0,B,9,203.0,1,203.0
12609.0,A,9,5685.0,27,210.55555555555554
14411.0,B,6,4688.0,22,213.0909090909091
14411.0,A,6,0,0,0
14411.0,A,0,5086.0,38,133.8421052631579
14411.0,B,0,3982.5,22,181.02272727272728
14411.0,B,3,5201.5,28,185.76785714285714
14411.0,A,3,3764.5,27,139.42592592592592
14411.0,B,9,0,0,0
14411.0,A,9,5485.5,27,203.16666666666666
16213.0,B,6,4059.5,20,202.975
16213.0,A,6,0,0,0
16213.0,A,0,5146.5,30,171.55
16213.0,B,0,3929.5,21,187.11904761904762
16213.0,B,3,4676.5,30,155.88333333333333
16213.0,A,3,4460.5,35,127.44285714285714
16213.0,B,9,0,0,0
16213.0,A,9,5166.0,22,234.8181818181818
18015.0,B,6,4638.0,22,210.8181818181818
18015.0,A,6,0,0,0
18015.0,A,0,6113.0,29,210.79310344827587
18015.0,B,0,4105.0,23,178.47826086956522
18015.0,B,3,5032.0,27,186.37037037037038
18015.0,A,3,5754.0,27,213.11111111111111
18015.0,B,9,0,0,0
18015.0,A,9,5373.0,29,185.27586206896552
19816.0,B,6,4634.0,20,231.7
19816.0,A,6,0,0,0
19816.0,A,0,5688.5,29,196.1551724137931
19816.0,B,0,4468.0,23,194.2608695652174
19816.0,B,3,5182.5,33,157.04545454545453
19816.0,A,3,5540.0,26,213.07692307692307
19816.0,B,9,0,0,0
19816.0,A,9,5346.5,29,184.36206896551724
21618.0,B,6,4749.5,25,189.98
21618.0,A,6,0,0,0
21618.0,A,0,5473.5,36,152.04166666666666
21618.0,B,0,4093.0,25,163.72
21618.0,B,3,4355.0,26,167.5
21618.0,A,3,5360.0,23,233.04347826086956
21618.0,B,9,0,0,0
21618.0,A,9,5628.0,32,175.875
23420.0,B,6,4463.0,20,223.15
23420.0,A,6,0,0,0
23420.0,A,0,5906.0,33,178.96969696969697
23420.0,B,0,3540.5,20,177.025
23420.0,B,3,4856.0,27,179.85185185185185
23420.0,A,3,3460.0,28,123.57142857142857
23420.0,B,9,0,0,0
23420.0,A,9,5816.5,36,161.56944444444446
25222.0,B,6,4456.5,24,185.6875
25222.0,A,6,0,0,0
25222.0,A,0,5644.0,31,182.06451612903226
25222.0,B,0,3943.0,25,157.72
25222.0,B,3,4699.5,21,223.78571428571428
25222.0,A,3,5912.0,23,257.04347826086956
25222.0,B,9,650.5,2,325.25
25222.0,A,9,5468.0,29,188.55172413793105
27024.0,B,6,4761.0,26,183.1153846153846
27024.0,A,6,0,0,0
27024.0,A,0,5109.5,30,170.31666666666666
27024.0,B,0,4280.5,26,164.6346153846154
27024.0,B,3,4276.5,29,147.4655172413793
27024.0,A,3,4231.0,33,128.21212121212122
27024.0,B,9,243.5,1,243.5
27024.0,A,9,5030.5,23,218.7173913043478
28826.0,B,6,4985.0,21,237.38095238095238
28826.0,A,6,0,0,0
28826.0,A,0,5772.5,28,206.16071428571428
28826.0,B,0,4236.0,24,176.5
28826.0,B,3,4371.0,28,156.10714285714286
28826.0,A,3,5742.0,23,249.65217391304347
28826.0,B,9,0,0,0
28826.0,A,9,5195.5,24,216.47916666666666
30628.0,B,6,4291.5,23,186.58695652173913
30628.0,A,6,0,0,0
30628.0,A,0,5180.5,27,191.87037037037038
30628.0,B,0,3583.5,21,170.64285714285714
30628.0,B,3,4122.5,28,147.23214285714286
30628.0,A,3,3467.0,28,123.82142857142857
30628.0,B,9,0,0,0
30628.0,A,9,4736.0,29,163.31034482758622
32429.0,B,6,4040.0,24,168.33333333333334
32429.0,A,6,0,0,0
32429.0,A,0,5648.5,31,182.20967741935485
32429.0,B,0,3596.0,21,171.23809523809524
32429.0,B,3,3419.5,23,148.67391304347825
32429.0,A,3,5436.5,26,209.09615384615384
32429.0,B,9,0,0,0
32429.0,A,9,5055.0,26,194.42307692307693
34231.0,B,6,3756.5,21,178.88095238095238
34231.0,A,6,0,0,0
34231.0,A,0,4852.5,29,167.32758620689654
34231.0,B,0,3580.0,20,179.0
34231.0,B,3,3187.5,22,144.88636363636363
34231.0,A,3,3227.0,29,111.27586206896552
34231.0,B,9,0,0,0
34231.0,A,9,4421.0,30,147.36666666666667
36033.0,B,6,3657.5,18,203.19444444444446
36033.0,A,6,0,0,0
36033.0,A,0,4609.0,26,177.26923076923077
36033.0,B,0,3750.5,17,220.61764705882354
36033.0,B,3,3007.5,18,167.08333333333334
36033.0,A,3,3862.5,26,148.55769230769232
36033.0,B,9,0,0,0
36033.0,A,9,4362.0,25,174.48
37834.0,B,6,4155.5,24,173.14583333333334
37834.0,A,6,0,0,0
37834.0,A,0,5476.0,32,171.125
37834.0,B,0,3769.0,24,157.04166666666666
37834.0,B,3,2815.5,19,148.18421052631578
37834.0,A,3,5136.5,26,197.55769230769232
37834.0,B,9,0,0,0
37834.0,A,9,4635.0,21,220.71428571428572
81856.0,B,6,4151.5,19,218.5
81856.0,A,6,0,0,0
81856.0,A,0,4845.0,24,201.875
81856.0,B,0,3723.5,23,161.8913043478261
81856.0,B,3,3432.5,24,143.02083333333334
81856.0,A,3,3648.0,26,140.30769230769232
81856.0,B,9,638.5,1,638.5
81856.0,A,9,3957.5,17,232.7941176470588
83658.0,B,6,3690.5,20,184.525
83658.0,A,6,0,0,0
83658.0,A,0,4502.5,35,128.64285714285714
83658.0,B,0,3793.5,24,158.0625
83658.0,B,3,3863.0,26,148.57692307692307
83658.0,A,3,3305.0,30,110.16666666666667
83658.0,B,9,0,0,0
83658.0,A,9,3697.5,23,160.7608695652174
85460.0,B,6,3846.5,18,213.69444444444446
85460.0,A,6,0,0,0
85460.0,A,0,4841.5,29,166.94827586206895
85460.0,B,0,3707.0,22,168.5
85460.0,B,3,3666.0,26,141.0
85460.0,A,3,3675.5,27,136.12962962962962
85460.0,B,9,226.0,1,226.0
85460.0,A,9,3784.0,22,172.0
87262.0,B,6,3890.0,19,204.73684210526315
87262.0,A,6,0,0,0
87262.0,A,0,4640.5,28,165.73214285714286
87262.0,B,0,3234.5,17,190.26470588235293
87262.0,B,3,3850.5,30,128.35
87262.0,A,3,3361.5,25,134.46
87262.0,B,9,639.0,1,639.0
87262.0,A,9,3744.0,21,178.28571428571428
89064.0,B,6,3755.5,22,170.70454545454547
89064.0,A,6,0,0,0
89064.0,A,0,5014.0,29,172.89655172413794
89064.0,B,0,4134.0,22,187.9090909090909
89064.0,B,3,3765.5,24,156.89583333333334
89064.0,A,3,3256.5,29,112.29310344827586
89064.0,B,9,268.5,1,268.5
89064.0,A,9,3556.5,21,169.35714285714286
90867.0,B,6,4152.5,19,218.55263157894737
90867.0,A,6,0,0,0
90867.0,A,0,4442.5,27,164.53703703703704
90867.0,B,0,4009.0,21,190.9047619047619
90867.0,B,3,3715.5,25,148.62
90867.0,A,3,3241.0,28,115.75
90867.0,B,9,430.5,1,430.5
90867.0,A,9,3374.5,15,224.96666666666667
92669.0,B,6,4723.5,22,214.70454545454547
92669.0,A,6,0,0,0
92669.0,A,0,5325.0,31,171.7741935483871
92669.0,B,0,4015.0,17,236.1764705882353
92669.0,B,3,3877.5,26,149.1346153846154
92669.0,A,3,4091.5,31,131.98387096774192
92669.0,B,9,1155.5,1,1155.5
92669.0,A,9,4098.5,21,195.16666666666666
94471.0,B,6,4435.0,15,295.6666666666667
94471.0,A,6,0,0,0
94471.0,A,0,5417.5,28,193.48214285714286
94471.0,B,0,4062.5,19,213.81578947368422
94471.0,B,3,4369.0,24,182.04166666666666
94471.0,A,3,4406.5,27,163.2037037037037
94471.0,B,9,1144.0,1,1144.0
94471.0,A,9,4568.0,22,207.63636363636363
96273.0,B,6,4564.0,22,207.45454545454547
96273.0,A,6,0,0,0
96273.0,A,0,5402.5,32,168.828125
96273.0,B,0,4245.0,15,283.0
96273.0,B,3,4094.5,27,151.64814814814815
96273.0,A,3,4452.0,32,139.125
96273.0,B,9,1433.0,2,716.5
96273.0,A,9,4592.0,24,191.33333333333334
98075.0,B,6,3982.5,22,181.02272727272728
98075.0,A,6,0,0,0
98075.0,A,0,4564.0,23,198.43478260869566
98075.0,B,0,4064.0,17,239.05882352941177
98075.0,B,3,3544.0,27,131.25925925925927
98075.0,A,3,3479.5,26,133.82692307692307
98075.0,B,9,0,0,0
98075.0,A,9,3842.0,22,174.63636363636363
99877.0,B,6,3651.5,18,202.86111111111111
99877.0,A,6,0,0,0
99877.0,A,0,4410.0,27,163.33333333333334
99877.0,B,0,3817.5,22,173.52272727272728
99877.0,B,3,3892.5,25,155.7
99877.0,A,3,2994.5,29,103.25862068965517
99877.0,B,9,672.5,1,672.5
99877.0,A,9,3424.5,17,201.44117647058823
101679.0,B,6,3889.0,19,204.68421052631578
101679.0,A,6,0,0,0
101679.0,A,0,4511.0,25,180.44
101679.0,B,0,4032.0,28,144.0
101679.0,B,3,3842.0,26,147.76923076923077
101679.0,A,3,3250.5,32,101.578125
101679.0,B,9,0,0,0
101679.0,A,9,3599.5,23,156.5
103485.0,B,6,3825.0,19,201.31578947368422
103485.0,A,6,0,0,0
103485.0,A,0,4860.0,31,156.7741935483871
103485.0,B,0,3993.0,20,199.65
103485.0,B,3,3811.0,24,158.79166666666666
103485.0,A,3,3287.0,26,126.42307692307692
103485.0,B,9,0,0,0
103485.0,A,9,3783.5,19,199.1315789473684
105287.0,B,6,4644.5,22,211.11363636363637
105287.0,A,6,0,0,0
105287.0,A,0,5910.5,28,211.08928571428572
105287.0,B,0,4077.5,23,177.2826086956522
105287.0,B,3,3952.0,23,171.82608695652175
105287.0,A,3,3672.5,29,126.63793103448276
105287.0,B,9,404.5,1,404.5
105287.0,A,9,4220.5,26,162.32692307692307
107089.0,B,6,4644.0,23,201.91304347826087
107089.0,A,6,0,0,0
107089.0,A,0,5472.0,31,176.51612903225808
107089.0,B,0,3696.0,23,160.69565217391303
107089.0,B,3,3966.5,23,172.45652173913044
107089.0,A,3,3871.5,28,138.26785714285714
107089.0,B,9,1484.5,1,1484.5
107089.0,A,9,4313.5,23,187.54347826086956
108891.0,B,6,4387.0,17,258.05882352941177
108891.0,A,6,0,0,0
108891.0,A,0,5876.5,31,189.56451612903226
108891.0,B,0,3833.0,24,159.70833333333334
108891.0,B,3,4263.5,30,142.11666666666667
108891.0,A,3,4273.0,35,122.08571428571429
108891.0,B,9,0,0,0
108891.0,A,9,4959.5,25,198.38
110694.0,B,6,4680.0,19,246.31578947368422
110694.0,A,6,0,0,0
110694.0,A,0,5292.0,31,170.70967741935485
110694.0,B,0,4165.0,20,208.25
110694.0,B,3,4000.0,22,181.8181818181818
110694.0,A,3,3955.5,30,131.85
110694.0,B,9,0,0,0
110694.0,A,9,4756.5,26,182.94230769230768
112496.0,B,6,4728.0,22,214.9090909090909
112496.0,A,6,0,0,0
112496.0,A,0,5655.0,35,161.57142857142858
112496.0,B,0,4244.5,26,163.25
112496.0,B,3,4247.5,29,146.4655172413793
112496.0,A,3,3991.0,31,128.74193548387098
112496.0,B,9,0,0,0
112496.0,A,9,4552.0,34,133.88235294117646
114298.0,B,6,4391.0,19,231.10526315789474
114298.0,A,6,0,0,0
114298.0,A,0,5995.5,36,166.54166666666666
114298.0,B,0,3947.0,26,151.80769230769232
114298.0,B,3,4095.5,24,170.64583333333334
114298.0,A,3,4307.0,33,130.5151515151515
114298.0,B,9,0,0,0
114298.0,A,9,4870.5,27,180.38888888888889
116100.0,B,6,4771.5,21,227.21428571428572
116100.0,A,6,0,0,0
116100.0,A,0,6558.0,37,177.24324324324326
116100.0,B,0,4478.5,26,172.25
116100.0,B,3,3878.0,34,114.05882352941177
116100.0,A,3,3582.5,27,132.6851851851852
116100.0,B,9,584.0,1,584.0
116100.0,A,9,4216.0,28,150.57142857142858
117903.0,B,6,4750.0,20,237.5
117903.0,A,6,0,0,0
117903.0,A,0,6614.0,36,183.72222222222223
117903.0,B,0,4488.0,27,166.22222222222223
117903.0,B,3,4530.5,25,181.22
117903.0,A,3,4099.5,32,128.109375
117903.0,B,9,0,0,0
117903.0,A,9,4326.0,26,166.3846153846154
119705.0,B,6,4378.0,19,230.42105263157896
119705.0,A,6,0,0,0
119705.0,A,0,6398.5,43,148.80232558139534
119705.0,B,0,3817.0,24,159.04166666666666
119705.0,B,3,3949.0,26,151.8846153846154
119705.0,A,3,3868.0,27,143.25925925925927
119705.0,B,9,0,0,0
119705.0,A,9,4493.0,29,154.93103448275863
121507.0,B,6,4039.0,23,175.6086956521739
121507.0,A,6,0,0,0
121507.0,A,0,6370.0,35,182.0
121507.0,B,0,4416.5,20,220.825
121507.0,B,3,4186.5,26,161.01923076923077
121507.0,A,3,4358.5,32,136.203125
121507.0,B,9,1015.0,1,1015.0
121507.0,A,9,4285.5,22,194.79545454545453
123309.0,B,6,4653.0,24,193.875
123309.0,A,6,0,0,0
123309.0,A,0,6666.0,36,185.16666666666666
123309.0,B,0,3908.5,24,162.85416666666666
123309.0,B,3,4051.0,24,168.79166666666666
123309.0,A,3,3980.0,27,147.40740740740742
123309.0,B,9,741.5,1,741.5
123309.0,A,9,4514.0,29,155.6551724137931
125111.0,B,6,4611.0,22,209.5909090909091
125111.0,A,6,0,0,0
125111.0,A,0,6754.0,42,160.8095238095238
125111.0,B,0,4376.5,24,182.35416666666666
125111.0,B,3,3634.0,29,125.3103448275862
125111.0,A,3,4303.5,34,126.57352941176471
125111.0,B,9,260.0,1,260.0
125111.0,A,9,4299.0,24,179.125
126913.0,B,6,4681.0,24,195.04166666666666
126913.0,A,6,0,0,0
126913.0,A,0,6824.5,44,155.10227272727272
126913.0,B,0,4322.5,30,144.08333333333334
126913.0,B,3,3778.5,27,139.94444444444446
126913.0,A,3,3802.5,29,131.1206896551724
126913.0,B,9,659.0,1,659.0
126913.0,A,9,4603.0,29,158.72413793103448
128716.0,B,6,4077.0,17,239.8235294117647
128716.0,A,6,0,0,0
128716.0,A,0,6131.5,44,139.35227272727272
128716.0,B,0,4226.5,24,176.10416666666666
128716.0,B,3,3611.5,29,124.53448275862068
128716.0,A,3,3682.5,35,105.21428571428571
128716.0,B,9,0,0,0
128716.0,A,9,4307.5,25,172.3
130520.0,B,6,4204.0,17,247.2941176470588
130520.0,A,6,0,0,0
130520.0,A,0,6201.0,37,167.59459459459458
130520.0,B,0,4537.5,27,168.05555555555554
130520.0,B,3,3258.5,24,135.77083333333334
130520.0,A,3,4195.5,38,110.40789473684211
130520.0,B,9,753.5,2,376.75
130520.0,A,9,3990.5,21,190.02380952380952
132322.0,B,6,3958.0,19,208.31578947368422
132322.0,A,6,0,0,0
132322.0,A,0,5463.0,37,147.64864864864865
132322.0,B,0,4114.5,22,187.02272727272728
132322.0,B,3,2796.5,24,116.52083333333333
132322.0,A,3,4229.5,34,124.3970588235294
132322.0,B,9,0,0,0
132322.0,A,9,4025.5,22,182.97727272727272
134124.0,B,6,3977.5,16,248.59375
134124.0,A,6,0,0,0
134124.0,A,0,5794.0,42,137.95238095238096
134124.0,B,0,4273.0,26,164.34615384615384
134124.0,B,3,3247.5,27,120.27777777777777
134124.0,A,3,3927.0,37,106.13513513513513
134124.0,B,9,0,0,0
134124.0,A,9,3623.0,26,139.34615384615384
135926.0,B,6,4378.5,23,190.3695652173913
135926.0,A,6,0,0,0
135926.0,A,0,6240.5,35,178.3
135926.0,B,0,4420.5,26,170.01923076923077
135926.0,B,3,2700.5,23,117.41304347826087
135926.0,A,3,4324.0,34,127.17647058823529
135926.0,B,9,0,0,0
135926.0,A,9,4105.5,20,205.275
137729.0,B,6,4267.5,24,177.8125
137729.0,A,6,0,0,0
137729.0,A,0,5949.0,45,132.2
137729.0,B,0,4207.0,26,161.80769230769232
137729.0,B,3,2888.5,22,131.29545454545453
137729.0,A,3,3421.0,33,103.66666666666667
137729.0,B,9,0,0,0
137729.0,A,9,4598.5,23,199.93478260869566
139531.0,B,6,4050.0,17,238.23529411764707
139531.0,A,6,0,0,0
139531.0,A,0,6059.5,37,163.77027027027026
139531.0,B,0,4080.5,29,140.70689655172413
139531.0,B,3,2899.0,25,115.96
139531.0,A,3,3488.5,31,112.53225806451613
139531.0,B,9,0,0,0
139531.0,A,9,4266.0,27,158.0
141333.0,B,6,4371.0,25,174.84
141333.0,A,6,0,0,0
141333.0,A,0,6438.0,42,153.28571428571428
141333.0,B,0,4124.5,32,128.890625
141333.0,B,3,2640.5,20,132.025
141333.0,A,3,4096.0,30,136.53333333333333
141333.0,B,9,0,0,0
141333.0,A,9,4476.0,31,144.38709677419354
143135.0,B,6,4406.5,19,231.92105263157896
143135.0,A,6,0,0,0
143135.0,A,0,6269.5,44,142.48863636363637
143135.0,B,0,3907.5,26,150.28846153846155
143135.0,B,3,3166.0,23,137.65217391304347
143135.0,A,3,3975.0,27,147.22222222222223
143135.0,B,9,0,0,0
143135.0,A,9,4280.0,29,147.58620689655172
144937.0,B,6,4465.0,20,223.25
144937.0,A,6,0,0,0
144937.0,A,0,6540.5,29,225.5344827586207
144937.0,B,0,4445.5,35,127.01428571428572
144937.0,B,3,2760.0,23,120.0
144937.0,A,3,3855.0,37,104.1891891891892
144937.0,B,9,0,0,0
144937.0,A,9,4651.5,27,172.27777777777777
146739.0,B,6,4600.5,21,219.07142857142858
146739.0,A,6,0,0,0
146739.0,A,0,7032.5,45,156.27777777777777
146739.0,B,0,4372.5,31,141.0483870967742
146739.0,B,3,2858.5,17,168.14705882352942
146739.0,A,3,4422.0,48,92.125
146739.0,B,9,0,0,0
146739.0,A,9,4464.0,27,165.33333333333334
148542.0,B,6,4491.0,19,236.3684210526316
148542.0,A,6,0,0,0
148542.0,A,0,8343.0,43,194.02325581395348
148542.0,B,0,4663.5,26,179.3653846153846
148542.0,B,3,3713.0,25,148.52
148542.0,A,3,6669.0,40,166.725
148542.0,B,9,0,0,0
148542.0,A,9,4444.5,27,164.61111111111111
150344.0,B,6,4766.0,19,250.8421052631579
150344.0,A,6,0,0,0
150344.0,A,0,8741.5,48,182.11458333333334
150344.0,B,0,4887.0,34,143.73529411764707
150344.0,B,3,3726.5,28,133.08928571428572
150344.0,A,3,5218.5,38,137.32894736842104
150344.0,B,9,1195.5,1,1195.5
150344.0,A,9,4018.0,23,174.69565217391303
152146.0,B,6,4665.5,26,179.44230769230768
152146.0,A,6,0,0,0
152146.0,A,0,8186.0,47,174.17021276595744
152146.0,B,0,4995.0,45,111.0
152146.0,B,3,3788.5,29,130.63793103448276
152146.0,A,3,4282.5,41,104.45121951219512
152146.0,B,9,355.0,1,355.0
152146.0,A,9,4243.5,26,163.21153846153845
153948.0,B,6,4453.0,18,247.38888888888889
153948.0,A,6,0,0,0
153948.0,A,0,9925.5,47,211.18085106382978
153948.0,B,0,5039.0,38,132.60526315789474
153948.0,B,3,4343.0,24,180.95833333333334
153948.0,A,3,4557.0,52,87.63461538461539
153948.0,B,9,0,0,0
153948.0,A,9,3709.0,22,168.5909090909091
155750.0,B,6,4692.0,21,223.42857142857142
155750.0,A,6,0,0,0
155750.0,A,0,9229.0,44,209.75
155750.0,B,0,4845.5,38,127.51315789473684
155750.0,B,3,4268.0,28,152.42857142857142
155750.0,A,3,4502.5,48,93.80208333333333
155750.0,B,9,863.5,1,863.5
155750.0,A,9,4494.5,28,160.51785714285714
157552.0,B,6,4187.0,18,232.61111111111111
157552.0,A,6,0,0,0
157552.0,A,0,9754.5,44,221.6931818181818
157552.0,B,0,4875.5,32,152.359375
157552.0,B,3,4285.0,23,186.30434782608697
157552.0,A,3,6707.0,52,128.98076923076923
157552.0,B,9,0,0,0
157552.0,A,9,5073.5,31,163.66129032258064
159355.0,B,6,3866.0,16,241.625
159355.0,A,6,0,0,0
159355.0,A,0,8558.5,45,190.1888888888889
159355.0,B,0,4197.5,35,119.92857142857143
159355.0,B,3,3519.5,25,140.78
159355.0,A,3,4121.0,38,108.44736842105263
159355.0,B,9,347.0,1,347.0
159355.0,A,9,2932.5,17,172.5
161157.0,B,6,3288.5,17,193.44117647058823
161157.0,A,6,0,0,0
161157.0,A,0,7982.5,48,166.30208333333334
161157.0,B,0,4326.0,29,149.17241379310346
161157.0,B,3,3698.5,25,147.94
161157.0,A,3,4143.5,50,82.87
161157.0,B,9,0,0,0
161157.0,A,9,2986.5,19,157.18421052631578
162959.0,B,6,3434.0,19,180.73684210526315
162959.0,A,6,0,0,0
162959.0,A,0,8497.5,40,212.4375
162959.0,B,0,4359.0,35,124.54285714285714
162959.0,B,3,3652.5,27,135.27777777777777
162959.0,A,3,4503.5,46,97.90217391304348
162959.0,B,9,340.0,1,340.0
162959.0,A,9,3025.0,17,177.94117647058823
164761.0,B,6,3434.5,15,228.96666666666667
164761.0,A,6,0,0,0
164761.0,A,0,8553.5,40,213.8375
164761.0,B,0,4511.0,33,136.6969696969697
164761.0,B,3,3802.0,34,111.82352941176471
164761.0,A,3,3440.5,47,73.20212765957447
164761.0,B,9,0,0,0
164761.0,A,9,2863.0,20,143.15
166563.0,B,6,3636.5,19,191.39473684210526
166563.0,A,6,0,0,0
166563.0,A,0,8437.5,40,210.9375
166563.0,B,0,4468.5,34,131.4264705882353
166563.0,B,3,3518.5,22,159.9318181818182
166563.0,A,3,4243.5,48,88.40625
166563.0,B,9,0,0,0
166563.0,A,9,2887.5,19,151.97368421052633
168365.0,B,6,4467.0,17,262.7647058823529
168365.0,A,6,0,0,0
168365.0,A,0,10061.5,41,245.40243902439025
168365.0,B,0,5264.5,38,138.53947368421052
168365.0,B,3,4455.0,29,153.6206896551724
168365.0,A,3,7891.5,60,131.525
168365.0,B,9,610.5,1,610.5
168365.0,A,9,4470.5,27,165.57407407407408
170167.0,B,6,4514.5,14,322.4642857142857
170167.0,A,6,0,0,0
170167.0,A,0,9975.5,47,212.24468085106383
170167.0,B,0,5737.0,36,159.36111111111111
170167.0,B,3,3994.5,28,142.66071428571428
170167.0,A,3,8204.0,58,141.44827586206895
170167.0,B,9,0,0,0
170167.0,A,9,4376.0,25,175.04
171970.0,B,6,3980.5,22,180.9318181818182
171970.0,A,6,0,0,0
171970.0,A,0,9003.5,39,230.85897435897436
171970.0,B,0,4776.0,40,119.4
171970.0,B,3,3670.5,24,152.9375
171970.0,A,3,4319.0,57,75.7719298245614
171970.0,B,9,367.5,1,367.5
171970.0,A,9,3685.0,22,167.5
173772.0,B,6,3717.5,15,247.83333333333334
173772.0,A,6,0,0,0
173772.0,A,0,3259.5,7,465.64285714285717
173772.0,B,0,2875.0,4,718.75
173772.0,B,3,3479.5,28,124.26785714285714
173772.0,A,3,3857.5,47,82.07446808510639
173772.0,B,9,0,0,0
173772.0,A,9,2946.0,23,128.08695652173913
175574.0,B,6,3534.5,25,141.38
175574.0,A,6,0,0,0
175574.0,A,0,1991.5,4,497.875
175574.0,B,0,3987.0,7,569.5714285714286
175574.0,B,3,3641.5,29,125.56896551724138
175574.0,A,3,4238.5,48,88.30208333333333
175574.0,B,9,0,0,0
175574.0,A,9,3454.0,20,172.7
177376.0,B,6,3504.0,17,206.11764705882354
177376.0,A,6,0,0,0
177376.0,A,0,3066.0,7,438.0
177376.0,B,0,2753.5,7,393.35714285714283
177376.0,B,3,3827.0,26,147.19230769230768
177376.0,A,3,4576.0,58,78.89655172413794
177376.0,B,9,0,0,0
177376.0,A,9,3254.5,19,171.28947368421052
179180.0,B,6,3659.5,21,174.26190476190476
179180.0,A,6,0,0,0
179180.0,A,0,3217.5,6,536.25
179180.0,B,0,3333.0,6,555.5
179180.0,B,3,3769.5,26,144.98076923076923
179180.0,A,3,4447.0,54,82.35185185185185
179180.0,B,9,0,0,0
179180.0,A,9,2873.5,20,143.675
180983.0,B,6,3568.0,22,162.1818181818182
180983.0,A,6,0,0,0
180983.0,A,0,5886.0,9,654.0
180983.0,B,0,4534.5,9,503.8333333333333
180983.0,B,3,4276.0,38,112.52631578947368
180983.0,A,3,4000.5,55,72.73636363636363
180983.0,B,9,0,0,0
180983.0,A,9,3235.0,18,179.72222222222223
182785.0,B,6,3701.0,22,168.22727272727272
182785.0,A,6,0,0,0
182785.0,A,0,4678.5,7,668.3571428571429
182785.0,B,0,5432.5,7,776.0714285714286
182785.0,B,3,4305.5,32,134.546875
182785.0,A,3,4495.5,63,71.35714285714286
182785.0,B,9,0,0,0
182785.0,A,9,3084.0,25,123.36
184587.0,B,6,3902.0,22,177.36363636363637
184587.0,A,6,0,0,0
184587.0,A,0,5162.5,8,645.3125
184587.0,B,0,4570.0,8,571.25
184587.0,B,3,4106.5,38,108.0657894736842
184587.0,A,3,4749.0,57,83.3157894736842
184587.0,B,9,0,0,0
184587.0,A,9,3550.0,24,147.91666666666666
186390.0,B,6,3928.0,19,206.73684210526315
186390.0,A,6,0,0,0
186390.0,A,0,7216.5,11,656.0454545454545
186390.0,B,0,6566.5,8,820.8125
186390.0,B,3,4349.5,34,127.92647058823529
186390.0,A,3,4611.5,55,83.84545454545454
186390.0,B,9,0,0,0
186390.0,A,9,3442.0,22,156.45454545454547
188192.0,B,6,3614.5,15,240.96666666666667
188192.0,A,6,0,0,0
188192.0,A,0,7518.5,8,939.8125
188192.0,B,0,6819.0,11,619.9090909090909
188192.0,B,3,4434.5,36,123.18055555555556
188192.0,A,3,5164.5,57,90.60526315789474
188192.0,B,9,0,0,0
188192.0,A,9,3816.0,21,181.71428571428572
189994.0,B,6,3828.0,19,201.47368421052633
189994.0,A,6,0,0,0
189994.0,A,0,8366.0,8,1045.75
189994.0,B,0,7872.0,8,984.0
189994.0,B,3,4818.0,42,114.71428571428571
189994.0,A,3,4175.5,55,75.91818181818182
189994.0,B,9,0,0,0
189994.0,A,9,3039.0,16,189.9375
191796.0,B,6,5231.0,26,201.19230769230768
191796.0,A,6,0,0,0
191796.0,A,0,4188.0,8,523.5
191796.0,B,0,2928.5,3,976.1666666666666
191796.0,B,3,5412.5,52,104.08653846153847
191796.0,A,3,6335.5,71,89.23239436619718
191796.0,B,9,0,0,0
191796.0,A,9,4675.0,19,246.05263157894737
193598.0,B,6,5366.5,24,223.60416666666666
193598.0,A,6,0,0,0
193598.0,A,0,4753.5,11,432.1363636363636
193598.0,B,0,6100.5,8,762.5625
193598.0,B,3,5205.5,51,102.06862745098039
193598.0,A,3,9714.0,83,117.03614457831326
193598.0,B,9,672.0,1,672.0
193598.0,A,9,4643.5,30,154.78333333333333
195400.0,B,6,4984.0,32,155.75
195400.0,A,6,0,0,0
195400.0,A,0,5533.5,9,614.8333333333334
195400.0,B,0,5890.5,9,654.5
195400.0,B,3,5256.0,55,95.56363636363636
195400.0,A,3,6385.5,73,87.47260273972603
195400.0,B,9,669.0,1,669.0
195400.0,A,9,4120.5,23,179.15217391304347
197202.0,B,6,5297.5,28,189.19642857142858
197202.0,A,6,0,0,0
197202.0,A,0,5692.0,10,569.2
197202.0,B,0,6636.5,7,948.0714285714286
197202.0,B,3,6046.5,53,114.08490566037736
197202.0,A,3,6590.5,73,90.28082191780823
197202.0,B,9,759.0,1,759.0
197202.0,A,9,4186.0,30,139.53333333333333
199004.0,B,6,5489.5,32,171.546875
199004.0,A,6,0,0,0
199004.0,A,0,5419.0,10,541.9
199004.0,B,0,4120.5,5,824.1
199004.0,B,3,6381.5,60,106.35833333333333
199004.0,A,3,9815.0,82,119.6951219512195
199004.0,B,9,0,0,0
199004.0,A,9,4583.5,21,218.26190476190476
200807.0,B,6,5654.0,29,194.9655172413793
